Qrob_Chr01	16801	17000	200	*	171	299	0.571428571428571	56	170	0.331395348837209	10	CHG	-1	0.0115443481608422	loss
Qrob_Chr01	39401	39600	200	*	14	37	0.384615384615385	4	28	0.166666666666667	3	CHG	-1	0.00988175754201972	loss
Qrob_Chr01	45401	45600	200	*	17	28	0.6	15	45	0.340425531914894	5	CHG	-1	0.00961240870610979	loss
Qrob_Chr01	78001	78200	200	*	121	146	0.824324324324324	42	76	0.551282051282051	6	CHG	-1	0.00386255449640221	loss
Qrob_Chr01	204401	204600	200	*	125	408	0.307317073170732	18	194	0.0969387755102041	6	CHG	-1	0.000873934784311869	loss
Qrob_Chr01	300401	300600	200	*	26	62	0.421875	61	78	0.775	8	CHG	1	0.00867363444532329	gain
Qrob_Chr01	342401	342600	200	*	109	214	0.509259259259259	75	282	0.267605633802817	7	CHG	-1	0.0103317713655033	loss
Qrob_Chr01	342601	342800	200	*	109	173	0.628571428571429	86	202	0.426470588235294	5	CHG	-1	0.00583090929796969	loss
Qrob_Chr01	343001	343200	200	*	130	244	0.532520325203252	67	254	0.265625	8	CHG	-1	0.00271150482746522	loss
Qrob_Chr01	345201	345400	200	*	7	24	0.307692307692308	21	31	0.666666666666667	2	CHG	1	0.00300780641446069	gain
Qrob_Chr01	370401	370600	200	*	64	156	0.411392405063291	14	112	0.131578947368421	4	CHG	-1	0.0010408722683691	loss
Qrob_Chr01	482001	482200	200	*	37	72	0.513513513513513	59	72	0.810810810810811	2	CHG	1	0.00822980036567949	gain
Qrob_Chr01	523401	523600	200	*	196	256	0.763565891472868	186	395	0.47103274559194	13	CHG	-1	0.00128181772918096	loss
Qrob_Chr01	523601	523800	200	*	210	295	0.71043771043771	205	417	0.491646778042959	13	CHG	-1	0.00919039644879795	loss
Qrob_Chr01	560401	560600	200	*	81	178	0.455555555555556	127	166	0.761904761904762	4	CHG	1	0.000863166892764254	gain
Qrob_Chr01	577601	577800	200	*	32	39	0.804878048780488	18	44	0.41304347826087	3	CHG	-1	0.00721710319834813	loss
Qrob_Chr01	583801	584000	200	*	45	91	0.494623655913978	9	36	0.263157894736842	4	CHG	-1	0.00233069046228817	loss
Qrob_Chr01	624201	624400	200	*	83	111	0.743362831858407	46	91	0.505376344086022	3	CHG	-1	0.00464974166923798	loss
Qrob_Chr01	744401	744600	200	*	64	114	0.560344827586207	121	158	0.7625	16	CHG	1	0.0069731410990224	gain
Qrob_Chr01	748601	748800	200	*	77	125	0.614173228346457	120	146	0.817567567567568	18	CHG	1	0.00131059971747649	gain
Qrob_Chr01	754601	754800	200	*	142	275	0.516245487364621	52	224	0.234513274336283	5	CHG	-1	0.0126351546539625	loss
Qrob_Chr01	790801	791000	200	*	118	129	0.908396946564885	94	148	0.633333333333333	4	CHG	-1	0.0115692830276716	loss
Qrob_Chr01	793201	793400	200	*	67	82	0.80952380952381	29	68	0.428571428571429	2	CHG	-1	0.00588973909783394	loss
Qrob_Chr01	804201	804400	200	*	81	118	0.683333333333333	31	89	0.351648351648352	3	CHG	-1	0.00377628898333975	loss
Qrob_Chr01	809201	809400	200	*	32	106	0.305555555555556	6	115	0.0598290598290598	4	CHG	-1	0.00768818154161657	loss
