Qrob_Chr01	5632001	5632400	400	*	25	216	0.119266055045872	55	200	0.277227722772277	25	CHH	1	0.0133477186414161	gain
Qrob_Chr01	11583201	11583600	400	*	28	531	0.0544090056285178	110	708	0.156338028169014	95	CHH	1	0.0116250794959558	gain
Qrob_Chr01	11803201	11803600	400	*	507	2978	0.170469798657718	805	2813	0.286323268206039	99	CHH	1	0.000601284620040602	gain
Qrob_Chr01	26499201	26499600	400	*	13	439	0.0317460317460317	91	628	0.146031746031746	89	CHH	1	0.00455466318640671	gain
Qrob_Chr01	43245201	43245600	400	*	134	1165	0.115681233933162	290	1293	0.224710424710425	73	CHH	1	0.00455466318640671	gain
Qrob_Chr01	46302801	46303200	400	*	126	536	0.236059479553903	304	811	0.375153751537515	89	CHH	1	0.00561383545782324	gain
Qrob_Chr02	30375601	30376000	400	*	52	1068	0.0495327102803738	203	1248	0.1632	69	CHH	1	0.00197886130735014	gain
Qrob_Chr02	34824001	34824400	400	*	106	617	0.172859450726979	95	1437	0.0667129951355108	81	CHH	-1	0.0054258806467232	loss
Qrob_Chr02	36554001	36554400	400	*	93	531	0.176360225140713	280	849	0.330199764982374	99	CHH	1	0.00288292028242862	gain
Qrob_Chr02	48721601	48722000	400	*	201	621	0.324237560192616	82	470	0.175847457627119	116	CHH	-1	0.00549520115498009	loss
Qrob_Chr02	81472001	81472400	400	*	419	2552	0.164447924823806	153	2964	0.0519217801753203	94	CHH	-1	0.000728207239554125	loss
Qrob_Chr02	88329601	88330000	400	*	268	2954	0.0910013531799729	626	3101	0.202062520141798	91	CHH	1	0.000132668034923229	gain
Qrob_Chr02	89162801	89163200	400	*	340	1909	0.178440607012036	144	2364	0.0612848689771767	94	CHH	-1	0.00906111670444061	loss
Qrob_Chr02	106870801	106871200	400	*	118	1306	0.0909785932721713	263	1338	0.197014925373134	68	CHH	1	0.000571937957332949	gain
Qrob_Chr03	17832401	17832800	400	*	219	1458	0.150684931506849	62	1659	0.0379289584587598	114	CHH	-1	0.00607665165290368	loss
Qrob_Chr03	19888001	19888400	400	*	46	868	0.0540229885057471	351	2128	0.165258215962441	125	CHH	1	0.00462476746447672	gain
Qrob_Chr03	20354001	20354400	400	*	372	2030	0.183562992125984	47	797	0.0600750938673342	96	CHH	-1	2.48446200085191e-06	loss
Qrob_Chr03	38612801	38613200	400	*	3	349	0.0113960113960114	21	187	0.116402116402116	24	CHH	1	0.00764124240359135	gain
Qrob_Chr04	6072801	6073200	400	*	138	567	0.244288224956063	44	407	0.110024449877751	65	CHH	-1	0.00906111670444061	loss
Qrob_Chr04	14862001	14862400	400	*	84	1896	0.0447839831401475	196	1277	0.154026583268178	107	CHH	1	0.0110810663985467	gain
Qrob_Chr04	15385201	15385600	400	*	189	1164	0.16295025728988	45	731	0.0627557980900409	82	CHH	-1	0.000848890541806695	loss
Qrob_Chr04	17177201	17177600	400	*	13	588	0.023728813559322	79	630	0.126582278481013	109	CHH	1	0.0112336439515877	gain
Qrob_Chr04	18136401	18136800	400	*	110	753	0.147019867549669	46	1058	0.0443396226415094	122	CHH	-1	0.00856912759795723	loss
Qrob_Chr04	19254401	19254800	400	*	28	126	0.2265625	16	157	0.106918238993711	12	CHH	-1	0.0176390283019083	loss
Qrob_Chr04	43165201	43165600	400	*	41	942	0.0444915254237288	173	1188	0.146218487394958	99	CHH	1	0.00295984472322036	gain
